year,player name,games started,games played,cost per game
2011,Jason Aaron,27,32,93750
2011,John Edward,33,33,83333
2011,Robert Allen,32,33,83333
2011,Edinson,20,20,81250
2011,Bruce Kastulo,25,25,80000
2011,Brandon John,30,30,76667
2011,Jason Matthew,32,32,76562
2011,Kyle Rodney,15,34,72059
2011,Thomas Stephen,15,30,70000
2011,Jeffrey William,31,31,64516
2011,Colby Preston,32,32,62500
2011,Erik Joseph,16,16,62500
2011,David Taylor,34,34,61314
2011,Timothy Stephen,23,33,60606
2011,Freddy Antonio,25,26,57692
2011,Luke Anthony,31,31,56774
2011,Frederick Alfred,31,31,49548
2011,Christopher Frank,31,33,45455
2011,Dustin Aaron,20,20,45000
2011,Eisler Livan,29,29,43103
2011,Carlos Manuel,13,33,42879
2011,Brandon Patrick,25,25,40000
2011,Clay Daniel,14,14,39643
2011,Jeffrey Warren,23,23,39261
2011,Jeffrey Wayne,26,30,36667
2011,Mitchell R.,12,12,35975
2011,Sean Daniel,10,12,35042
2011,Timothy James,31,31,34677
2011,Christopher Steven,13,13,32077
2011,Kyle William,17,43,31977
2011,Ricardo,32,32,31250
2011,Bartolo,26,29,31034
2011,Clayton Colby,18,18,26044
2011,Esmil Antonio,13,18,23167
2011,Kyle Jordan,14,18,23111
2011,Brett Aarion,20,20,22155
2011,Joseph Albert,20,20,21955
2011,Douglas Wildes,21,21,20786
2011,Thomas J.,22,22,20750
2011,Randy David,23,23,20652
2011,David Dewitt,22,22,20045
2011,Carlos Luis,21,21,19800
2011,Travis A.,18,22,19205
2011,Jacob Joseph,22,22,19045
2011,Maxwell M.,33,33,18182
2011,Philip Gregory,26,28,17857
2011,James Anthony,28,28,16929
2011,Jonathon Joseph,26,27,16741
2011,Brandon Alan,25,25,16660
2011,Joshua Aubry,26,26,16046
2011,Jordan M.,26,26,15962
2011,Ivan Manuel,27,28,15461
2011,Christopher Kenneth,29,29,15345
2011,Charles Alfred,29,29,15207
2011,Clayton Edward,33,33,15152
2011,Wade Allen,29,29,14969
2011,Mathew Adam,31,31,14861
2011,Michael Francisco,28,28,14786
2011,Christopher Gregg,28,30,14717
2011,Michael Raymond,26,29,14655
2011,Brian Matthew,28,32,14453
2011,Jeremy Robert,29,29,14428
2011,James Zell,31,31,14290
2011,David Stefan,31,31,14113
2011,Alexi,29,31,13876
2011,Matthew Reid,30,31,13833
2011,Justin Daniel,33,34,13776
2011,Jaime Omar,32,32,13656
2011,Madison Kyle,33,33,13636
2011,Jhoulys Jose,31,31,13516
2011,Derek Lane,32,32,13494
2011,Giovany Aramis,32,32,13125
2011,Trevor John,34,34,12941
2011,Ian Patrick,33,33,12818
2011,Bradley Steven,12,34,12765
2011,Daniel Claiborne,33,33,12697
2011,Phillip Douglas,14,48,9167
2011,Cory Robert,17,46,9035
2010,Jacob Edward,17,17,882353
2010,Roy Edward,20,20,750000
2010,Theodore Roosevelt,18,18,722222
2010,Carsten Charles,34,34,714286
2010,Johan Alexander,29,29,694645
2010,Clifton Phifer,13,13,692308
2010,Carlos,21,21,607143
2010,Jason Scott,13,13,576923
2010,Joshua Patrick,21,21,576190
2010,Aaron Michael,20,22,568182
2010,John Derran,33,33,566667
2010,Andrew Eugene,21,21,559524
2010,Barry William,33,34,544118
2010,Nathan Daniel,18,19,526316
2010,Carlos Alberto,20,36,524306
2010,Jacob Cauthen,21,21,523810
2010,Kyle Matthew,18,18,510417
2010,Allan James,33,33,500000
2010,Ben M.,20,20,500000
2010,Hiroki,31,31,497849
2010,Harry Leroy,33,33,477273
2010,Derek Christopher,33,33,454545
2010,Christopher John,35,35,452599
2010,Mark Alan,33,33,424242
2010,Jamie,19,19,421053
2010,Aaron Lane,23,23,418478
2010,Jeremy Allen,29,30,416667
2010,Kenshin,16,18,407426
2010,Ryan Scott,34,34,397059
2010,Daniel John,21,21,392857
2010,Kevin Austin,31,31,387097
2010,Javier Carlos,26,31,370968
2010,Bronson Anthony,33,33,352273
2010,Joel Alberto,23,23,347826
2010,Daisuke,25,25,333333
2010,James Richard,18,20,325000
2010,Vicente,16,16,314062
2010,Jeffrey William,19,20,287500
2010,Scott Edward,28,28,285714
2010,Jorge Alberto,20,20,280000
2010,Timothy LeRoy,33,33,272727
2010,Timothy Adam,34,34,264706
2010,Randall Christopher,34,34,258832
2010,Donald Zachary,33,33,219697
2010,Edwin,21,21,219048
2010,Carl Anthony,32,32,218750
2010,Felix Abraham,34,34,211765
2010,Justin Brooks,33,33,207576
2010,Colbert Michael,33,33,201515
2010,Joseph Francis,20,20,185000
2010,Ervin Ramon,33,33,181818
2010,Paul Gurner,32,32,156250
2010,Wandy Fulton,32,32,156250
2010,Roberto,33,33,154167
2010,Zachary Thomas,29,29,148276
2010,Adam Parrish,33,33,146591
2010,Carlos Enrique,26,26,146154
2010,Jon Steven,33,33,142424
2010,Matthew Thomas,33,33,138889
2010,Joshua Michael,28,28,133929
2010,David Thomas,31,32,131719
2010,Kevin John,26,28,128571
2010,Jered David,34,34,125441
2010,Chad Ryan,31,31,124194
2010,Jonathan Tyler,32,32,117188
2010,Timothy Stephen,19,32,109375
2010,John William,32,32,107812
2010,Joseph Matthew,28,29,103448
2010,Timothy Scott,29,29,103448
2010,Matthew Scott,32,33,101515
2010,Luke Anthony,17,18,97778
2010,Brian Patrick,23,24,95833
2010,Brett Allen,33,33,93939
2010,Christopher John,33,33,93939
2010,Jeremy,32,32,93750
2010,Gavin Christopher,31,31,88710
2010,Scott Wynne,22,29,83621
2010,Todd Allen,11,13,76923
2010,James Anthony,33,34,73529
2010,Frederick Alfred,27,27,71111
2010,Jason Aaron,30,30,63333
2010,Jonathan Omar,33,34,61765
2010,David Taylor,31,32,57333
2010,Hiram Kyle,32,32,56250
2010,Colby Preston,32,32,54688
2010,Francisco Casillas,31,31,51613
2010,Maxwell M.,31,31,48387
2010,Brian Robert,32,32,40625
2010,Anibal Alejandro,32,32,39062
2010,Ubaldo,33,33,37879
2010,Edinson,12,12,37083
2010,Freddy Antonio,28,28,35714
2010,Jeffrey Warren,29,30,34400
2010,Marc Walter,12,14,28857
2010,Thomas Stephen,23,29,27586
2010,Shaun Michal,31,31,27419
2010,David Gregory,15,15,27380
2010,Robert Nicholas,26,28,26786
2010,Charles Alfred,17,17,24853
2010,Jair Francoise,20,20,24000
2010,David Dewitt,19,19,22000
2010,Felipe Adolfo,14,19,21842
2010,Brett Franklin,19,19,21579
2010,Curtis Ross,21,21,20905
2010,Rodrigo,33,33,19697
2010,Hisanori,12,53,18868
2010,John Edward,25,25,18320
2010,Raymond Thomas,22,23,17820
2010,Ryan Benjamin,20,27,16296
2010,Clay Daniel,28,28,15821
2010,Brandon John,26,26,15762
2010,Kevin Michael,28,30,15667
2010,David Stefan,27,27,14852
2010,Michael Alan,33,34,14706
2010,Kyle Rodney,31,33,14545
2010,Douglas Wildes,28,28,14518
2010,Yovani,31,31,14516
2010,Philip Joseph,29,31,14419
2010,Johnny,31,31,14355
2010,Mitchell R.,28,28,14311
2010,Jaime Omar,28,28,14286
2010,Christopher Kenneth,30,30,14000
2010,Dallas Lee,30,30,14000
2010,Wade Allen,29,29,13962
2010,Clayton Edward,32,32,13750
2010,Trevor John,30,30,13667
2010,Bradley Steven,28,30,13500
2010,Jonathon Joseph,30,30,13400
2010,Randy David,32,32,13344
2010,Jason Matthew,31,31,13306
2010,Mathew Adam,31,31,13155
2010,Kristopher Allen,14,31,13145
2010,Clayton Colby,33,33,12839
2010,Thomas J.,34,34,12794
2010,Ricardo,32,32,12759
2010,Ian Patrick,32,32,12594
2010,Justin Daniel,29,34,12559
2010,Carlos,13,32,12500
2010,Giovany Aramis,33,33,12273
2010,Craig N.,19,35,11486
2010,Christopher Gregg,28,37,10986
2010,Manuel Alex,16,42,10476
2010,Brian Matthew,13,53,7877
2009,Oliver,14,14,857143
2009,Jacob Edward,13,13,846154
2009,Johan Alexander,25,25,755046
2009,Daisuke,12,12,694444
2009,Brett Allen,10,18,671296
2009,Carlos Alberto,28,28,669643
2009,Vicente,18,18,666667
2009,Hiroki,20,21,592063
2009,Barry William,33,33,560606
2009,Aaron Michael,26,26,538462
2009,Erik Joseph,15,15,516667
2009,Allan James,33,33,500000
2009,Gilbert Allen,23,23,495652
2009,Jarrod Michael,20,20,492500
2009,Theodore Roosevelt,27,27,481481
2009,Jose Ariel,21,21,476190
2009,Christopher John,28,28,475092
2009,Roy Edward,30,30,466667
2009,Carsten Charles,34,34,449580
2009,Harry Leroy,32,32,445312
2009,Derek Christopher,34,34,441176
2009,Jeffrey Scot,30,30,425000
2009,Mark Alan,33,33,424242
2009,Koji,12,12,416667
2009,Kevin Austin,31,31,415126
2009,John Derran,27,27,370370
2009,Randall David,17,22,363636
2009,Javier Carlos,32,32,359375
2009,Joshua Patrick,32,32,348958
2009,Aaron Lane,27,27,347222
2009,Christopher Ryan,14,14,330357
2009,Kyle Matthew,22,23,323370
2009,Bronson Anthony,33,33,306818
2009,Scott Edward,20,20,300000
2009,Jason Scott,33,33,299242
2009,Ryan Scott,31,31,290323
2009,Clifton Phifer,22,22,272727
2009,James Richard,26,26,269231
2009,Kenshin,25,32,260427
2009,Douglas,34,34,257353
2009,Scott Matthew,11,11,254545
2009,Joel Alberto,32,32,234375
2009,Jon Steven,27,27,231481
2009,Daniel John,33,33,227273
2009,Jamie,25,30,216667
2009,Ian Dante,15,15,213333
2009,Bradley Wayne,24,24,208333
2009,Timothy Stephen,21,21,190476
2009,David Thomas,21,22,181818
2009,Joseph Matthew,31,31,176613
2009,John Kevin,15,15,173333
2009,Andrew Eugene,32,32,171875
2009,Ervin Ramon,23,24,158333
2009,Randall Christopher,34,34,145772
2009,Todd Allen,21,28,144643
2009,Braden LaVern,34,34,139706
2009,Colbert Michael,32,32,135938
2009,Andrew Mark,14,20,123125
2009,Roberto,24,24,122396
2009,Donald Zachary,33,33,113636
2009,Felix Abraham,34,34,111765
2009,Justin Brooks,35,35,105000
2009,Michael William,21,21,95238
2009,Matthew Thomas,33,33,87879
2009,Bartolo,12,12,83333
2009,Adam Parrish,34,34,81985
2009,Paul Gurner,31,31,80645
2009,Brian Merritt,29,29,79310
2009,Wandy Fulton,33,33,78788
2009,Carlos Enrique,31,31,77419
2009,Timothy James,17,30,75000
2009,Michael Alan,31,31,72177
2009,Carl Anthony,21,21,71429
2009,Zachary Thomas,32,32,68750
2009,Frederick Alfred,31,31,67581
2009,Edwin,33,33,66667
2009,Jorge Alberto,32,33,60606
2009,Hiram Kyle,22,22,59091
2009,Maxwell M.,30,30,48333
2009,James Anthony,33,33,45455
2009,Joshua Michael,33,33,42424
2009,Jeffrey Warren,30,31,41613
2009,Brandon Patrick,17,17,38235
2009,Matthew Reid,11,11,36864
2009,Henricus Nicolas,11,11,36364
2009,Russell Reid,13,23,32609
2009,Richard Joseph,13,14,31786
2009,Jonathan Tyler,32,32,31250
2009,Joshua Stephen,12,14,28571
2009,Mark Allan,11,53,28302
2009,Ryan Benjamin,15,15,28000
2009,Kevin Michael,16,16,27500
2009,Brian Curtis,25,37,27432
2009,Shairon Martis,15,15,26667
2009,William Jennings,13,16,25188
2009,Anibal Alejandro,16,16,25000
2009,Gavin Christopher,30,30,25000
2009,Glen Weston,17,18,23889
2009,Kevin John,33,33,22727
2009,Timothy Scott,33,33,22727
2009,Ubaldo,33,33,22727
2009,Dustin David,10,20,20588
2009,Timothy LeRoy,32,32,20312
2009,Jeremy,33,33,19697
2009,Andrew Michael,18,22,19550
2009,Dallas Lee,22,22,18636
2009,Yusmeiro Alberto,17,23,17891
2009,Brandon John,10,26,16346
2009,John William,32,32,16250
2009,Micah Burton,19,26,16154
2009,Manuel Alex,27,27,15778
2009,Clayton Colby,14,26,15577
2009,Joseph Francis,31,31,15323
2009,Armando Antonio,25,29,15000
2009,Scott Daniel,24,27,14900
2009,Francisco Casillas,24,29,14828
2009,Chad Ryan,32,33,14394
2009,Curtis Ross,29,29,14259
2009,Jonathan Omar,29,32,14219
2009,Jered David,33,33,14091
2009,Johnny,30,30,13933
2009,Yovani,30,30,13800
2009,Christopher Kenneth,29,29,13793
2009,Ricardo,29,29,13793
2009,Matthew Scott,32,32,13541
2009,Justin Louis,31,32,13518
2009,Brett Franklin,30,30,13333
2009,Robert Nicholas,33,33,13333
2009,Jair Francoise,34,34,13235
2009,Clayton Edward,30,31,13032
2009,John Edward,33,33,12848
2009,Scott Wynne,31,34,12785
2009,Trevor John,32,32,12500
2009,James Anthony,23,35,11571
2009,Jeffrey Wayne,13,39,10295
2008,Michael William,13,13,1228860
2008,Jeremy Allen,12,12,708333
2008,Timothy Adam,22,23,673913
2008,Thomas Michael,13,13,615385
2008,Carsten Charles,18,18,611111
2008,Pedro Jaime,20,20,590668
2008,Carlos Alberto,30,30,533333
2008,Randall David,30,30,503352
2008,Jose Ariel,20,20,500000
2008,Johan Alexander,34,34,499536
2008,Bradley Wayne,17,19,486842
2008,Andrew Eugene,33,33,484848
2008,Erik Joseph,15,15,466667
2008,Barry William,32,32,453125
2008,Mark Alan,34,34,411765
2008,Roy Edward,32,32,406250
2008,Ben M.,31,31,391129
2008,Gregory Alan,26,26,384615
2008,Vicente,29,29,379310
2008,Adam Thomas,19,21,378968
2008,Allan James,34,35,377143
2008,Joshua Patrick,27,27,376543
2008,Jon Steven,32,32,375000
2008,James Richard,13,13,365385
2008,Kevin Austin,29,29,357548
2008,Jarrod Michael,26,28,351786
2008,Javier Carlos,33,33,348485
2008,Paul Gregory,22,22,340909
2008,Gilbert Allen,34,34,335294
2008,Michael Cole,34,34,325618
2008,John Derran,24,24,305556
2008,Douglas,26,26,298077
2008,Carlos,28,28,294643
2008,Derek Christopher,34,34,294118
2008,Harry Leroy,33,34,294118
2008,Daisuke,29,29,287356
2008,Brett Allen,30,30,286111
2008,Chien-Ming,15,15,266667
2008,Kenneth Scott,30,30,266667
2008,Jeffrey Scot,31,31,266129
2008,Jacob Edward,27,27,240741
2008,Hiroki,31,31,239785
2008,Theodore Roosevelt,34,34,235294
2008,Randall Christopher,21,21,226190
2008,Aaron Michael,29,30,225000
2008,Ryan Scott,33,33,222222
2008,Jason Scott,28,29,219828
2008,Eisler Livan,23,23,217391
2008,Miguel Jerez,20,44,215909
2008,Joel Alberto,25,26,211538
2008,Oliver,34,34,191176
2008,Brett Daniel,10,16,187500
2008,Joseph Matthew,20,20,185000
2008,Jamie,33,33,181818
2008,Braden LaVern,33,33,166667
2008,Brandon Tyler,34,34,161765
2008,Aaron Lane,32,32,160156
2008,Christopher Ryan,18,18,145833
2008,Scott Edward,27,27,140185
2008,Bronson Anthony,34,34,134559
2008,Shawn Anthony,15,15,133333
2008,Timothy Stephen,30,30,133333
2008,Nathan Daniel,28,32,132812
2008,Clifton Phifer,31,31,129032
2008,Kyle Matthew,33,33,128788
2008,Jeffrey William,24,24,125000
2008,Daniel John,33,33,122727
2008,Daniel Alberto,30,30,95833
2008,David Thomas,29,31,82258
2008,Andrew Mark,20,29,76293
2008,Michael Alan,32,32,62109
2008,Justin Craig,22,22,54545
2008,Donald Zachary,32,32,43750
2008,Kevin John,19,25,43000
2008,Mark Allan,19,36,41667
2008,Anibal Alejandro,10,10,39000
2008,Dustin Aaron,10,12,35000
2008,Adam Parrish,20,20,34375
2008,Justin Brooks,33,33,34242
2008,Shawn Richard,12,12,33500
2008,Kason Ronald,12,12,33032
2008,Todd Allen,32,32,31250
2008,James Anthony,33,33,30303
2008,Timothy James,33,33,30303
2008,Odalis Amadol,30,30,28333
2008,Matthew Thomas,34,34,27941
2008,Joshua Michael,14,14,27857
2008,Brandon Allen,31,31,25806
2008,Jeremy,30,30,25667
2008,Clay Daniel,15,16,24750
2008,Dustin Michael,19,19,21268
2008,Roberto,22,22,20809
2008,Michael Seth,12,37,20270
2008,Thomas Stephen,21,21,19952
2008,Phillip Anthony,11,21,18595
2008,Micah Burton,18,22,18273
2008,Joshua Smith,14,22,18182
2008,Wandy Fulton,25,25,18040
2008,John Kevin,25,25,18000
2008,Felix Abraham,31,31,17419
2008,Brian Merritt,26,31,16129
2008,Shaun Michal,25,25,16100
2008,Luis Alonso,11,25,15640
2008,Colbert Michael,33,33,15152
2008,Timothy Scott,28,28,15089
2008,Kevin Michael,27,27,14630
2008,Jered David,30,30,14500
2008,Kyle Rodney,30,31,14355
2008,Ian Dante,31,31,14032
2008,Joseph Francis,31,31,13710
2008,Paul Gurner,31,31,13694
2008,Jesse Allen,28,29,13648
2008,Dana James,29,29,13621
2008,Jonathan Omar,29,29,13621
2008,Matthew Scott,30,30,13487
2008,Jason Chris,22,30,13467
2008,Brian Patrick,32,32,13156
2008,Ervin Ramon,32,32,13125
2008,Zachary Thomas,31,31,12903
2008,Edwin,31,32,12897
2008,Jonathan Tyler,33,33,12773
2008,Brian James,22,31,12742
2008,Jair Francoise,31,31,12581
2008,Johnny,31,31,12581
2008,Andrew Michael,32,32,12369
2008,Scott Matthew,33,33,12273
2008,Manuel Alex,29,32,12250
2008,Gavin Christopher,33,33,12121
2008,John William,33,33,12121
2008,Timothy LeRoy,33,34,11912
2008,Edinson,32,33,11894
2008,Chad Ryan,32,35,11857
2008,Robert Nicholas,33,33,11818
2008,Ubaldo,34,34,11529
2008,Carlos Enrique,32,34,11471
2008,Justin Louis,12,42,9286
2008,Boof,12,47,9202
2008,Zachary Charles,13,45,9111
2008,Ryan Benjamin,12,47,8404
2008,Christopher Keith,11,54,7426
2007,Randall David,10,10,910055
2007,Freddy Antonio,11,11,909091
2007,Bartolo,18,19,842105
2007,Kenneth Scott,11,11,727273
2007,Jonathan Ray,12,14,559524
2007,Curtis Montague,24,24,541667
2007,Allan James,25,25,528000
2007,Matthew Christian,21,21,477966
2007,Ben M.,24,24,463542
2007,Andrew Eugene,34,36,444444
2007,Randall Christopher,18,18,415443
2007,Harry Leroy,31,31,411290
2007,Michael Cole,27,28,395372
2007,Johan Alexander,33,33,393939
2007,Roy Edward,32,33,393939
2007,Vicente,23,23,391304
2007,Javier Carlos,32,32,390625
2007,Carlos Alberto,34,34,364706
2007,Kevin Austin,31,31,317294
2007,Mark Alan,30,30,316667
2007,Jon Steven,32,32,312500
2007,Rodrigo,14,14,308929
2007,Jeffrey Charles,27,27,308333
2007,Jarrod Michael,32,32,307812
2007,Kelvim Jose,30,30,300000
2007,Odalis Amadol,26,26,298077
2007,Barry William,33,34,294118
2007,Gregory Alan,34,34,294118
2007,Jason Ryan,18,19,289474
2007,Derek Christopher,32,33,287879
2007,Kei,12,14,285714
2007,Jose Ariel,30,32,281250
2007,Carsten Charles,34,34,257353
2007,John Andrew,32,32,250000
2007,Timothy Adam,34,34,250000
2007,Jacob Cauthen,25,25,244000
2007,Adam Thomas,30,30,240278
2007,Bradley Wayne,33,33,234848
2007,Michael Warren,13,13,226923
2007,Paul Gregory,31,31,225806
2007,Joshua Patrick,30,30,222222
2007,Thomas Michael,34,34,220588
2007,Gilbert Allen,34,34,217647
2007,Eisler Livan,33,33,212121
2007,Kyle Matthew,21,21,200000
2007,Daisuke,32,32,197917
2007,Jamie,33,33,196970
2007,Orlando P.,24,27,185185
2007,Dontrelle Wayne,35,35,184286
2007,Jeffrey Scot,34,34,183824
2007,Gregory Scott,31,33,181818
2007,Miguel Jerez,32,33,181818
2007,John Derran,33,33,176768
2007,Theodore Roosevelt,34,34,176471
2007,Douglas,33,33,166667
2007,Jeremy Allen,28,28,160714
2007,Clifton Phifer,16,20,150000
2007,Tomokazu,10,10,150000
2007,Braden LaVern,30,31,145161
2007,Jacob Edward,34,34,139706
2007,Jason Scott,33,34,139706
2007,David Lee,22,22,136364
2007,Horacio,20,20,132500
2007,Brandon Tyler,34,34,132353
2007,Carlos,33,33,131061
2007,Timothy Stephen,31,31,129032
2007,Aaron Michael,34,34,125000
2007,Brett Daniel,15,33,124242
2007,Aaron Lane,25,25,124000
2007,Erik Joseph,28,28,121429
2007,Bronson Anthony,34,34,121324
2007,Joshua Smith,29,30,120833
2007,Stephen Christopher,25,25,120000
2007,Robert Kip,26,34,117647
2007,Joshua Eric,15,25,116000
2007,Christopher Frank,25,29,112069
2007,Ramon Diogenes,10,28,110714
2007,Jae Weong,10,11,109091
2007,Nathan Daniel,30,30,108667
2007,Joseph Darley,16,27,103704
2007,Julian,23,34,98529
2007,Antonio Jose,15,31,96774
2007,Claudio,23,29,86207
2007,Oliver,29,29,80172
2007,Mark Allan,15,39,75000
2007,Casey Paul,10,40,68125
2007,Daniel John,34,34,66176
2007,Daniel Alberto,34,34,53676
2007,Noah Ryan,26,26,52500
2007,Justin Brooks,32,32,32188
2007,Jonathan Tyler,11,12,32000
2007,Jeremy Bryan,13,13,29600
2007,Shawn Richard,16,16,23750
2007,Jeffrey William,34,34,22059
2007,Joseph Francis,18,18,21111
2007,Zachary Thomas,19,20,20500
2007,Robinson Garcia,19,19,20497
2007,Matthew Thomas,32,32,20312
2007,Jason Michael,19,19,20053
2007,Christopher Ryan,30,30,20000
2007,Jason Chris,21,21,18095
2007,Anthony Loza,20,22,17841
2007,Brandon Patrick,22,23,17220
2007,Chien-Ming,30,30,16317
2007,Jorge Alberto,23,26,16038
2007,Christopher Keith,19,24,15833
2007,Ervin Ramon,26,28,15179
2007,John William,26,26,14615
2007,Colbert Michael,28,28,14286
2007,Sergio Armando,27,27,14074
2007,Felix Abraham,30,30,14000
2007,Kameron David,23,28,13956
2007,Paul Gurner,29,29,13897
2007,Jered David,28,28,13750
2007,David Thomas,31,33,13636
2007,Charles Hamilton,30,30,13250
2007,Wandy Fulton,31,31,13097
2007,Matthew Thomas,30,30,13000
2007,Boof,30,31,12823
2007,Adam Parrish,32,32,12812
2007,Ian Dante,32,32,12750
2007,James Anthony,31,31,12739
2007,Richard Joseph,32,32,12500
2007,Scott Edward,34,34,12479
2007,Edwin,31,32,12259
2007,Matthew Bryan,31,31,12258
2007,John Kevin,32,32,12219
2007,Edgar Gerardo,12,32,12109
2007,Roberto,32,32,12109
2007,Thomas Stephen,32,32,12062
2007,Jeremy,26,32,11875
2007,Chad Edward,34,34,11765
2007,Scott Matthew,33,33,11515
2007,Joseph Matthew,34,34,11176
2007,Leonard Edward,20,35,11136
2007,Chad Griffin,19,36,10694
2007,Shaun Michal,25,38,10161
2007,Bradley Joseph,17,44,9091
2007,Chad Ryan,20,43,8942
2007,Donald Zachary,14,52,7827
2006,Bartolo,10,10,1400000
2006,Matthew Paul,12,12,818750
2006,Randall Christopher,12,12,760417
2006,Pedro Jaime,23,23,646739
2006,Chan Ho,21,24,646048
2006,Michael Cole,32,32,593750
2006,Ben M.,17,17,566176
2006,Jeffrey Charles,16,16,520312
2006,Randall David,33,33,474589
2006,Andrew Eugene,35,36,456345
2006,Mark Alan,17,17,455882
2006,Curtis Montague,31,31,419355
2006,Gregory Alan,22,22,409091
2006,Harry Leroy,32,32,398438
2006,Eric Robert,26,26,378205
2006,Javier Carlos,32,33,363636
2006,Adam Thomas,13,13,357692
2006,Eisler Livan,24,24,333333
2006,Roy Edward,32,33,333333
2006,Jason David,32,32,328125
2006,Brad William,28,28,321429
2006,Jose Ariel,30,30,316667
2006,John Andrew,35,35,314286
2006,Thomas Michael,32,32,312301
2006,Jonathan Ray,27,27,280864
2006,Kristen James,30,30,277778
2006,Freddy Antonio,33,33,272727
2006,Derek Christopher,34,35,271429
2006,John Carl,15,18,263889
2006,Johan Alexander,34,34,257353
2006,Jaret Samuel,27,30,255556
2006,Tomokazu,18,18,251667
2006,Carsten Charles,28,28,250000
2006,Jason Michael,14,14,250000
2006,Mark Alan,32,32,250000
2006,Jarrod Michael,31,31,240323
2006,Kenneth Scott,33,34,235294
2006,Barry William,34,34,232353
2006,Kevin Austin,34,34,231438
2006,Esteban Antonio,26,26,230769
2006,Paul Gregory,31,31,225806
2006,Kelvim Jose,30,30,225000
2006,Jamie,25,25,220000
2006,Jon Steven,32,33,212121
2006,Shawn Anthony,11,17,211765
2006,Gregory Scott,24,25,200000
2006,Vincent Scott,20,20,200000
2006,Carlos Alberto,33,33,196970
2006,Timothy Adam,35,35,185714
2006,Timothy Stephen,23,23,173913
2006,Joel Alberto,25,40,170000
2006,Matthew Christian,33,33,167440
2006,Cory Fulton,21,21,157143
2006,Horacio,14,14,157143
2006,Christopher John,32,32,156250
2006,Jason Scott,33,33,156061
2006,Mark Allen,29,29,155172
2006,Bradley Wayne,33,34,154412
2006,Joshua Eric,12,15,153333
2006,Mark Allan,13,13,150000
2006,Jason Ryan,32,32,140625
2006,Miguel Jerez,33,34,139706
2006,Vicente,33,33,133636
2006,Jacob Cauthen,32,32,132812
2006,Joshua Patrick,33,33,131061
2006,Dontrelle Wayne,34,34,127941
2006,Oliver,15,15,126667
2006,Jeffrey Scot,32,32,125000
2006,Theodore Roosevelt,32,32,125000
2006,Gilbert Allen,32,32,115625
2006,Brett Allen,31,31,106452
2006,Allan James,21,21,104762
2006,Rodrigo,29,36,104167
2006,John Derran,33,33,101212
2006,Bruce Kastulo,12,40,95000
2006,Douglas,34,34,94118
2006,Carlos,31,36,88889
2006,Bronson Anthony,35,35,85714
2006,Jorge Bolivar,13,26,84615
2006,Stephen Christopher,30,30,83333
2006,Brett Daniel,15,44,81818
2006,Casey Paul,25,25,81000
2006,Jacob Edward,32,32,78125
2006,Brandon Tyler,33,33,75758
2006,Ramon Diogenes,33,33,75758
2006,Sidney Alton,13,14,71429
2006,Antonio Jose,30,30,70000
2006,Jeremy Allen,34,34,67647
2006,Aaron Michael,35,36,65278
2006,Brian Merritt,21,29,51724
2006,Byung-Hyun,27,27,46296
2006,Pedro Julio,17,17,44118
2006,Erik Joseph,33,33,42424
2006,Claudio,30,31,41129
2006,Aaron Lane,32,32,39062
2006,Justin Brooks,30,30,32667
2006,Douglas Michael,10,11,32355
2006,Gavin Christopher,11,11,30000
2006,Brandon Allen Falker,14,14,26429
2006,Hiram Kyle,14,14,23821
2006,Jamey Alan,21,34,23529
2006,Kameron David,15,15,23251
2006,Timothy Scott,16,16,20625
2006,Gustavo Adolfo,17,17,20441
2006,Victor Irving,19,25,20000
2006,Juan Carlos,15,31,18548
2006,Jae Weong,10,19,18421
2006,Daniel John,34,34,16176
2006,Christopher Ryan,31,31,16129
2006,Scott Edward,24,24,15488
2006,Taylor,19,22,14864
2006,Daniel Alberto,26,26,14808
2006,Joshua Smith,31,31,14516
2006,John Vincent,23,23,14304
2006,Noah Ryan,27,27,14259
2006,Sean Christopher,24,24,13625
2006,Christopher Frank,34,34,13235
2006,Charles Hamilton,18,25,13080
2006,Luke Stephen,15,26,12962
2006,Nathan Daniel,32,32,12578
2006,Clifton Phifer,33,33,12309
2006,Francisco Casillas,16,28,11679
2006,Felix Abraham,31,31,10968
2006,Paul Gurner,30,30,10933
2006,Wandy Fulton,24,30,10900
2006,Ervin Ramon,33,33,10606
2006,Joshua Michael,24,31,10548
2006,Jeffrey William,32,32,10500
2006,Chien-Ming,33,34,10388
2006,David Thomas,32,34,10353
2006,Ian Dante,32,32,10312
2006,Matthew Thomas,31,32,10250
2006,Joseph Matthew,31,32,10219
2006,Kirk Craig,16,35,10114
2006,Zachary Thomas,34,34,9853
2006,Carlos Enrique,22,35,9343
2006,Clayton Allen,29,37,8892
2006,Michael Seth,15,39,8795
2006,Fernando Alexis,11,40,8175
2006,Ryan Michael,17,50,8000
2005,Michael William,12,12,1260417
2005,James Kevin,13,13,1208791
2005,Chan Ho,20,20,750000
2005,Michael Cole,30,30,633333
2005,William Roger,32,32,562500
2005,Harry Leroy,19,19,552632
2005,Carl Anthony,17,17,529412
2005,Randall Christopher,13,13,509615
2005,Randall David,34,34,470588
2005,Curtis Montague,11,32,453125
2005,Kerry Lee,10,21,452381
2005,Jaret Samuel,13,13,435897
2005,Alois Terry,16,17,411765
2005,Sidney Alton,23,23,369565
