year,average height,team
1897,69.2,Baltimore Orioles
1897,69.5,Louisville Colonels
1897,69.6,Cincinnati Reds
1897,69.6,St. Louis Browns
1897,69.9,New York Giants
1897,70.0,Cleveland Spiders
1897,70.0,Washington Senators
1897,70.2,Brooklyn Bridegrooms
1897,70.2,Boston Beaneaters
1897,70.2,Pittsburgh Pirates
1897,70.3,Philadelphia Phillies
1897,70.5,Chicago Colts
1896,69.1,Louisville Colonels
1896,69.1,Baltimore Orioles
1896,69.5,Cleveland Spiders
1896,69.6,St. Louis Browns
1896,69.7,Washington Senators
1896,69.9,Boston Beaneaters
1896,70.0,New York Giants
1896,70.1,Brooklyn Bridegrooms
1896,70.1,Philadelphia Phillies
1896,70.3,Pittsburgh Pirates
1896,70.5,Chicago Colts
1896,70.6,Cincinnati Reds
1895,69.4,New York Giants
1895,69.4,Boston Beaneaters
1895,69.6,Baltimore Orioles
1895,69.6,Washington Senators
1895,69.7,Louisville Colonels
1895,69.7,Philadelphia Phillies
1895,69.7,Cleveland Spiders
1895,69.9,Cincinnati Reds
1895,70.0,St. Louis Browns
1895,70.1,Pittsburgh Pirates
1895,70.2,Brooklyn Grooms
1895,70.5,Chicago Colts
1894,69.0,Boston Beaneaters
1894,69.5,New York Giants
1894,69.5,Pittsburgh Pirates
1894,69.6,Baltimore Orioles
1894,69.6,Philadelphia Phillies
1894,69.6,Cincinnati Reds
1894,69.8,Washington Senators
1894,69.9,Cleveland Spiders
1894,70.0,Brooklyn Grooms
1894,70.0,Chicago Colts
1894,70.1,St. Louis Browns
1894,70.2,Louisville Colonels
1893,69.5,Cleveland Spiders
1893,69.6,Brooklyn Grooms
1893,69.6,Washington Senators
1893,69.8,Cincinnati Reds
1893,69.8,Chicago Colts
1893,69.9,St. Louis Browns
1893,70.0,New York Giants
1893,70.0,Boston Beaneaters
1893,70.1,Baltimore Orioles
1893,70.3,Philadelphia Phillies
1893,70.3,Pittsburgh Pirates
1893,70.5,Louisville Colonels
1892,69.3,St. Louis Browns
1892,69.3,Cleveland Spiders
1892,69.4,Boston Beaneaters
1892,69.6,New York Giants
1892,69.6,Chicago Colts
1892,69.7,Baltimore Orioles
1892,69.7,Washington Senators
1892,70.1,Cincinnati Reds
1892,70.2,Louisville Colonels
1892,70.3,Philadelphia Phillies
1892,70.6,Brooklyn Grooms
1892,70.6,Pittsburgh Pirates
1891,68.9,Baltimore Orioles
1891,69.1,Boston Reds
1891,69.1,Cincinnati Kelly's Killers
1891,69.1,St. Louis Browns
1891,69.2,Cleveland Spiders
1891,69.4,Chicago Colts
1891,69.6,Philadelphia Athletics
1891,69.8,Columbus Solons
1891,69.9,Pittsburgh Pirates
1891,69.9,Brooklyn Grooms
1891,69.9,Philadelphia Phillies
1891,70.0,Boston Beaneaters
1891,70.0,Louisville Colonels
1891,70.1,Washington Statesmen
1891,70.4,Cincinnati Reds
1891,70.5,Milwaukee Brewers
1891,70.6,New York Giants
1890,68.7,Baltimore Orioles
1890,69.1,Philadelphia Athletics
1890,69.2,Boston Reds
1890,69.4,St. Louis Browns
1890,69.5,Pittsburg Alleghenys
1890,69.6,Cincinnati Reds
1890,69.6,Rochester Broncos
1890,69.6,Brooklyn Gladiators
1890,69.6,Brooklyn Ward's Wonders
1890,69.7,Syracuse Stars
1890,69.7,Philadelphia Phillies
1890,69.8,Louisville Colonels
1890,69.8,Pittsburgh Burghers
1890,69.8,Cleveland Infants
1890,69.8,Brooklyn Bridegrooms
1890,69.9,Columbus Solons
1890,70.0,Cleveland Spiders
1890,70.1,Boston Beaneaters
1890,70.3,Buffalo Bisons
1890,70.3,Chicago Pirates
1890,70.3,New York Giants
1890,70.3,Chicago Colts
1890,70.3,Toledo Maumees
1889,69.1,Philadelphia Athletics
1889,69.2,Baltimore Orioles
1889,69.3,Kansas City Cowboys
1889,69.3,Cincinnati Red Stockings
1889,69.5,Pittsburg Alleghenys
1889,69.6,Boston Beaneaters
1889,69.7,Washington Nationals
1889,69.7,St. Louis Browns
1889,69.7,Brooklyn Bridegrooms
1889,69.8,Philadelphia Quakers
1889,69.9,Columbus Solons
1889,69.9,Cleveland Spiders
1889,70.1,New York Giants
1889,70.2,Indianapolis Hoosiers
1889,70.2,Chicago White Stockings
1889,70.6,Louisville Colonels
1888,68.7,Philadelphia Athletics
1888,68.8,Baltimore Orioles
1888,69.1,Boston Beaneaters
1888,69.2,Cincinnati Red Stockings
1888,69.3,Pittsburg Alleghenys
1888,69.3,Kansas City Cowboys
1888,69.4,Brooklyn Bridegrooms
1888,69.6,Cleveland Blues
1888,69.8,Washington Nationals
1888,69.9,New York Giants
1888,70.0,Philadelphia Quakers
1888,70.1,St. Louis Browns
1888,70.2,Chicago White Stockings
1888,70.2,Louisville Colonels
1888,70.5,Detroit Wolverines
1888,70.6,Indianapolis Hoosiers
1887,68.5,Cleveland Blues
1887,69.0,Philadelphia Athletics
1887,69.2,Boston Beaneaters
1887,69.3,Brooklyn Grays
1887,69.3,Pittsburg Alleghenys
1887,69.4,Louisville Colonels
1887,69.4,Cincinnati Red Stockings
1887,69.4,New York Giants
1887,69.4,Baltimore Orioles
1887,69.6,Washington Nationals
1887,69.6,New York Metropolitans
1887,69.6,Chicago White Stockings
1887,69.7,Philadelphia Quakers
1887,69.7,Indianapolis Hoosiers
1887,70.1,Detroit Wolverines
1887,70.4,St. Louis Browns
1886,68.8,Washington Nationals
1886,68.9,New York Giants
1886,69.0,Baltimore Orioles
1886,69.3,Philadelphia Athletics
1886,69.4,Louisville Colonels
1886,69.4,St. Louis Browns
1886,69.5,Philadelphia Quakers
1886,69.5,Boston Beaneaters
1886,69.6,Brooklyn Grays
1886,69.6,Pittsburg Alleghenys
1886,69.6,New York Metropolitans
1886,69.7,Chicago White Stockings
1886,69.8,St. Louis Maroons
1886,69.8,Kansas City Cowboys
1886,69.9,Detroit Wolverines
1886,70.1,Cincinnati Red Stockings
1885,68.6,New York Metropolitans
1885,68.9,Buffalo Bisons
1885,69.0,Philadelphia Athletics
1885,69.0,Providence Grays
1885,69.2,Brooklyn Grays
1885,69.3,Cincinnati Red Stockings
1885,69.4,Philadelphia Quakers
1885,69.4,Boston Beaneaters
1885,69.5,New York Giants
1885,69.5,Pittsburg Alleghenys
1885,69.6,Louisville Colonels
1885,69.7,St. Louis Browns
1885,69.7,Baltimore Orioles
1885,69.8,Chicago White Stockings
1885,69.8,St. Louis Maroons
1885,69.9,Detroit Wolverines
1884,68.4,New York Metropolitans
1884,68.5,Providence Grays
1884,68.7,Philadelphia Athletics
1884,68.9,Detroit Wolverines
1884,69.0,Kansas City Cowboys
1884,69.0,Brooklyn Atlantics
1884,69.1,Chicago/Pittsburgh (Union League)
1884,69.1,St. Paul White Caps
1884,69.1,Wilmington Quicksteps
1884,69.1,Pittsburg Alleghenys
1884,69.2,Philadelphia Keystones
1884,69.2,Buffalo Bisons
1884,69.3,Toledo Blue Stockings
1884,69.3,St. Louis Browns
1884,69.3,Baltimore Monumentals
1884,69.4,Boston Beaneaters
1884,69.5,St. Louis Maroons
1884,69.5,Baltimore Orioles
1884,69.5,Boston Reds
1884,69.5,Louisville Eclipse
1884,69.6,Philadelphia Quakers
1884,69.6,Altoona Mountain City
1884,69.7,Washington Nationals
1884,69.7,Richmond Virginians
1884,69.7,Cleveland Blues
1884,69.8,Columbus Buckeyes
1884,69.8,Cincinnati Red Stockings
1884,69.8,Indianapolis Hoosiers
1884,70.1,Cincinnati Outlaw Reds
1884,70.2,New York Gothams
1884,70.4,Chicago White Stockings
1884,71.4,Milwaukee Brewers
1883,67.9,Philadelphia Athletics
1883,68.6,St. Louis Browns
1883,68.6,Detroit Wolverines
1883,68.9,Providence Grays
1883,69.1,New York Metropolitans
1883,69.3,Pittsburg Alleghenys
1883,69.3,Philadelphia Quakers
1883,69.3,Buffalo Bisons
1883,69.5,Cleveland Blues
1883,69.7,Louisville Eclipse
1883,69.7,Baltimore Orioles
1883,69.8,Cincinnati Red Stockings
1883,69.9,Chicago White Stockings
1883,70.0,Boston Beaneaters
1883,70.1,New York Gothams
1883,70.6,Columbus Buckeyes
1882,68.5,St. Louis Brown Stockings
1882,68.6,Providence Grays
1882,69.0,Chicago White Stockings
1882,69.1,Detroit Wolverines
1882,69.1,Philadelphia Athletics
1882,69.3,Baltimore Orioles
1882,69.3,Boston Red Caps
1882,69.3,Cleveland Blues
1882,69.5,Louisville Eclipse
1882,69.6,Buffalo Bisons
1882,69.8,Worcester Ruby Legs
1882,69.9,Pittsburg Alleghenys
1882,69.9,Cincinnati Red Stockings
1882,70.3,Troy Trojans
1881,68.6,Providence Grays
1881,68.7,Boston Red Caps
1881,68.8,Chicago White Stockings
1881,68.9,Buffalo Bisons
1881,69.3,Cleveland Blues
1881,69.4,Worcester Ruby Legs
1881,69.8,Detroit Wolverines
1881,70.1,Troy Trojans
1880,68.8,Providence Grays
1880,68.8,Buffalo Bisons
1880,68.9,Chicago White Stockings
1880,69.0,Cleveland Blues
1880,69.1,Boston Red Caps
1880,69.6,Cincinnati Reds
1880,69.6,Worcester Ruby Legs
1880,69.8,Troy Trojans
1879,68.7,Buffalo Bisons
1879,68.8,Cleveland Blues
1879,69.1,Cincinnati Reds
1879,69.1,Providence Grays
1879,69.2,Troy Trojans
1879,69.2,Syracuse Stars
1879,69.4,Boston Red Caps
1879,70.1,Chicago White Stockings
1878,67.3,Indianapolis Blues
1878,67.9,Providence Grays
1878,68.6,Boston Red Caps
1878,69.2,Cincinnati Reds
1878,69.5,Chicago White Stockings
1878,69.8,Milwaukee Grays
1877,67.3,St. Louis Brown Stockings
1877,68.8,Boston Red Caps
1877,68.9,Hartford Dark Blues
1877,69.0,Cincinnati Reds
1877,69.5,Louisville Grays
1877,69.6,Chicago White Stockings
1876,67.3,St. Louis Brown Stockings
1876,68.5,Philadelphia Athletics
1876,68.6,Boston Red Caps
1876,69.0,New York Mutuals
1876,69.2,Hartford Dark Blues
1876,69.4,Cincinnati Reds
1876,69.8,Louisville Grays
1876,69.9,Chicago White Stockings
1875,68.0,Washington Nationals
1875,68.1,St. Louis Brown Stockings
1875,68.4,Philadelphia Athletics
1875,68.5,Chicago White Stockings
1875,68.6,New Haven Elm Citys
1875,68.7,Brooklyn Atlantics
1875,68.8,Boston Red Stockings
1875,69.0,Keokuk Westerns
1875,69.0,St. Louis Red Stockings
1875,69.1,New York Mutuals
1875,69.1,Philadelphia Centennials
1875,69.2,Philadelphia Whites
1875,69.3,Hartford Dark Blues
1874,68.2,Philadelphia Athletics
1874,68.3,New York Mutuals
1874,68.4,Chicago White Stockings
1874,68.4,Hartford Dark Blues
1874,68.4,Brooklyn Atlantics
1874,68.6,Boston Red Stockings
1874,69.1,Baltimore Canaries
1874,69.3,Philadelphia Whites
1873,67.6,Baltimore Marylands
1873,68.2,Baltimore Canaries
1873,68.3,Washington Blue Legs
1873,68.3,Brooklyn Atlantics
1873,68.4,Philadelphia Athletics
1873,68.8,New York Mutuals
1873,68.9,Boston Red Stockings
1873,69.1,Philadelphia Whites
1873,69.9,Elizabeth Resolutes
1872,66.6,Middletown Mansfields
1872,67.5,Washington Olympics
1872,67.8,Baltimore Canaries
1872,68.4,Philadelphia Athletics
1872,68.5,Washington Nationals
1872,68.6,Troy Haymakers
1872,68.8,Brooklyn Eckfords
1872,69.0,Brooklyn Atlantics
1872,69.1,Cleveland Forest Citys
1872,69.3,Boston Red Stockings
1872,69.7,New York Mutuals
1871,67.8,Washington Olympics
1871,68.2,Fort Wayne Kekiongas
1871,68.2,Philadelphia Athletics
1871,68.3,Cleveland Forest Citys
1871,68.3,Troy Haymakers
1871,68.9,New York Mutuals
1871,69.0,Rockford Forest Citys
1871,69.0,Chicago White Stockings
1871,69.2,Boston Red Stockings
