year,average weight,team
1951,184.9,Cleveland Indians
1951,184.3,Philadelphia Phillies
1951,184.3,Chicago Cubs
1951,183.7,Detroit Tigers
1951,182.8,St. Louis Browns
1951,182.7,Washington Senators
1951,182.5,Boston Braves
1951,182.3,St. Louis Cardinals
1951,182.1,New York Giants
1951,181.9,Brooklyn Dodgers
1951,181.7,Pittsburgh Pirates
1951,179.4,Chicago White Sox
1950,187.6,New York Yankees
1950,187.6,Cleveland Indians
1950,186.1,Chicago Cubs
1950,185.9,Cincinnati Reds
1950,185.6,Boston Red Sox
1950,185.2,St. Louis Cardinals
1950,184.2,St. Louis Browns
1950,184.2,Philadelphia Phillies
1950,183.4,Philadelphia Athletics
1950,183.3,Boston Braves
1950,183.1,Detroit Tigers
1950,183.1,New York Giants
1950,182.3,Brooklyn Dodgers
1950,180.4,Washington Senators
1950,179.3,Chicago White Sox
1950,179.3,Pittsburgh Pirates
1949,188.0,New York Yankees
1949,187.3,Cincinnati Reds
1949,186.3,Cleveland Indians
1949,186.0,Boston Red Sox
1949,185.3,St. Louis Cardinals
1949,184.4,Philadelphia Phillies
1949,184.1,Detroit Tigers
1949,183.9,St. Louis Browns
1949,183.6,Boston Braves
1949,182.7,Philadelphia Athletics
1949,182.2,Washington Senators
1949,182.0,Chicago White Sox
1949,182.0,Chicago Cubs
1949,181.8,Pittsburgh Pirates
1949,180.9,Brooklyn Dodgers
1949,180.5,New York Giants
1948,187.1,Cleveland Indians
1948,186.4,New York Giants
1948,185.6,Cincinnati Reds
1948,185.5,Philadelphia Athletics
1948,185.3,Boston Braves
1948,185.2,Philadelphia Phillies
1948,185.1,Boston Red Sox
1948,185.1,St. Louis Browns
1948,184.9,New York Yankees
1948,183.2,St. Louis Cardinals
1948,182.2,Detroit Tigers
1948,181.4,Chicago White Sox
1948,180.1,Brooklyn Dodgers
1948,180.0,Chicago Cubs
1948,179.9,Pittsburgh Pirates
1948,176.5,Washington Senators
1947,187.5,New York Yankees
1947,187.2,Cleveland Indians
1947,186.8,New York Giants
1947,184.8,Chicago White Sox
1947,184.3,St. Louis Browns
1947,183.7,Boston Red Sox
1947,183.7,St. Louis Cardinals
1947,182.9,Cincinnati Reds
1947,182.7,Philadelphia Phillies
1947,181.9,Philadelphia Athletics
1947,181.8,Detroit Tigers
1947,181.6,Pittsburgh Pirates
1947,180.9,Boston Braves
1947,180.8,Brooklyn Dodgers
1947,180.4,Chicago Cubs
1947,180.0,Washington Senators
1946,189.1,New York Yankees
1946,186.8,Cleveland Indians
1946,185.7,St. Louis Browns
1946,185.2,New York Giants
1946,183.9,Boston Red Sox
1946,183.2,Cincinnati Reds
1946,183.2,Boston Braves
1946,182.8,St. Louis Cardinals
1946,181.8,Chicago White Sox
1946,181.6,Detroit Tigers
1946,181.4,Chicago Cubs
1946,181.2,Philadelphia Phillies
1946,181.1,Philadelphia Athletics
1946,181.1,Brooklyn Dodgers
1946,178.4,Washington Senators
1946,177.9,Pittsburgh Pirates
1945,188.4,New York Yankees
1945,184.4,Detroit Tigers
1945,184.1,Cleveland Indians
1945,183.9,Boston Braves
1945,182.9,Chicago Cubs
1945,182.6,Cincinnati Reds
1945,182.1,New York Giants
1945,181.2,Philadelphia Athletics
1945,180.9,Boston Red Sox
1945,180.2,Pittsburgh Pirates
1945,179.9,Chicago White Sox
1945,179.6,St. Louis Browns
1945,179.6,Brooklyn Dodgers
1945,179.4,Philadelphia Phillies
1945,176.8,St. Louis Cardinals
1945,173.9,Washington Senators
1944,187.3,New York Yankees
1944,187.2,Cleveland Indians
1944,183.8,New York Giants
1944,183.0,Boston Braves
1944,183.0,Chicago Cubs
1944,182.8,Detroit Tigers
1944,181.6,Cincinnati Reds
1944,181.6,St. Louis Cardinals
1944,180.4,Chicago White Sox
1944,179.8,St. Louis Browns
1944,179.8,Philadelphia Blue Jays
1944,179.6,Pittsburgh Pirates
1944,178.7,Boston Red Sox
1944,178.3,Washington Senators
1944,176.7,Brooklyn Dodgers
1944,175.8,Philadelphia Athletics
1943,186.2,New York Yankees
1943,185.8,Cleveland Indians
1943,184.2,New York Giants
1943,184.0,Boston Braves
1943,183.6,Cincinnati Reds
1943,183.2,Chicago Cubs
1943,183.1,Pittsburgh Pirates
1943,183.0,Boston Red Sox
1943,181.5,Philadelphia Blue Jays
1943,181.2,Detroit Tigers
1943,179.7,Philadelphia Athletics
1943,179.5,St. Louis Cardinals
1943,179.2,Brooklyn Dodgers
1943,179.1,Chicago White Sox
1943,178.6,Washington Senators
1943,178.4,St. Louis Browns
1942,187.2,Cleveland Indians
1942,185.9,Cincinnati Reds
1942,185.8,New York Giants
1942,185.5,Boston Braves
1942,185.4,New York Yankees
1942,182.9,Washington Senators
1942,182.7,Brooklyn Dodgers
1942,182.4,Philadelphia Athletics
1942,182.1,Boston Red Sox
1942,181.8,Detroit Tigers
1942,181.6,Philadelphia Phillies
1942,181.6,Chicago Cubs
1942,181.0,St. Louis Cardinals
1942,180.5,Pittsburgh Pirates
1942,180.1,St. Louis Browns
1942,179.2,Chicago White Sox
1941,186.0,New York Yankees
1941,185.5,Cleveland Indians
1941,185.1,Cincinnati Reds
1941,184.4,St. Louis Cardinals
1941,184.4,Chicago White Sox
1941,184.1,New York Giants
1941,183.6,Philadelphia Athletics
1941,182.9,Detroit Tigers
1941,182.6,Brooklyn Dodgers
1941,181.7,Boston Red Sox
1941,181.7,Boston Braves
1941,181.6,Philadelphia Phillies
1941,180.0,Chicago Cubs
1941,179.7,St. Louis Browns
1941,179.5,Washington Senators
1941,179.3,Pittsburgh Pirates
1940,188.0,Cleveland Indians
1940,185.6,Cincinnati Reds
1940,185.2,New York Yankees
1940,184.5,Chicago White Sox
1940,183.7,Brooklyn Dodgers
1940,183.4,Chicago Cubs
1940,182.8,New York Giants
1940,182.2,St. Louis Cardinals
1940,182.1,Detroit Tigers
1940,181.0,Boston Red Sox
1940,180.5,Boston Bees
1940,180.4,Washington Senators
1940,179.5,St. Louis Browns
1940,179.5,Pittsburgh Pirates
1940,179.0,Philadelphia Phillies
1940,177.6,Philadelphia Athletics
1939,184.5,Cleveland Indians
1939,184.5,New York Giants
1939,184.3,Chicago Cubs
1939,184.3,New York Yankees
1939,183.4,Cincinnati Reds
1939,182.1,Pittsburgh Pirates
1939,181.0,Boston Red Sox
1939,180.9,St. Louis Cardinals
1939,180.8,Chicago White Sox
1939,179.9,Detroit Tigers
1939,179.6,Philadelphia Phillies
1939,178.9,Brooklyn Dodgers
1939,178.8,Washington Senators
1939,178.2,St. Louis Browns
1939,178.2,Philadelphia Athletics
1939,175.1,Boston Bees
1938,184.7,New York Giants
1938,183.4,New York Yankees
1938,182.8,Cincinnati Reds
1938,182.7,Chicago Cubs
1938,182.5,Cleveland Indians
1938,181.0,Chicago White Sox
1938,181.0,Brooklyn Dodgers
1938,180.6,St. Louis Cardinals
1938,180.6,Philadelphia Phillies
1938,180.2,Detroit Tigers
1938,179.9,Boston Red Sox
1938,179.4,St. Louis Browns
1938,178.8,Pittsburgh Pirates
1938,178.7,Washington Senators
1938,177.2,Philadelphia Athletics
1938,175.8,Boston Bees
1937,186.3,Cincinnati Reds
1937,186.3,New York Giants
1937,183.0,Chicago White Sox
1937,182.9,Cleveland Indians
1937,182.7,St. Louis Cardinals
1937,182.5,Chicago Cubs
1937,181.6,New York Yankees
1937,180.8,Washington Senators
1937,180.5,Boston Red Sox
1937,179.3,Pittsburgh Pirates
1937,178.6,Philadelphia Athletics
1937,178.2,Brooklyn Dodgers
1937,177.4,St. Louis Browns
1937,177.4,Detroit Tigers
1937,177.2,Philadelphia Phillies
1937,176.3,Boston Bees
1936,184.3,New York Yankees
1936,184.1,Cleveland Indians
1936,181.4,Boston Red Sox
1936,181.1,Chicago White Sox
1936,180.9,Chicago Cubs
1936,180.9,Washington Senators
1936,180.8,Pittsburgh Pirates
1936,180.5,St. Louis Browns
1936,180.1,Brooklyn Dodgers
1936,179.8,New York Giants
1936,179.4,Cincinnati Reds
1936,179.2,Philadelphia Phillies
1936,178.9,Detroit Tigers
1936,178.3,St. Louis Cardinals
1936,178.0,Philadelphia Athletics
1936,175.1,Boston Bees
1935,182.3,New York Yankees
1935,181.3,Chicago White Sox
1935,181.0,Chicago Cubs
1935,180.9,St. Louis Browns
1935,180.6,Cleveland Indians
1935,180.2,Boston Red Sox
1935,179.8,Cincinnati Reds
1935,179.7,Philadelphia Athletics
1935,179.3,Boston Braves
1935,179.2,Brooklyn Dodgers
1935,178.8,Pittsburgh Pirates
1935,177.5,St. Louis Cardinals
1935,177.3,New York Giants
1935,177.2,Philadelphia Phillies
1935,176.3,Detroit Tigers
1935,176.1,Washington Senators
1934,185.3,Chicago Cubs
1934,183.9,Philadelphia Athletics
1934,182.0,Philadelphia Phillies
1934,180.7,Cincinnati Reds
1934,179.9,St. Louis Browns
1934,179.7,Boston Braves
1934,179.6,Detroit Tigers
1934,179.3,Cleveland Indians
1934,178.9,New York Yankees
1934,178.8,Boston Red Sox
1934,177.9,Chicago White Sox
1934,177.3,New York Giants
1934,177.1,Pittsburgh Pirates
1934,176.3,Washington Senators
1934,175.4,St. Louis Cardinals
1934,174.3,Brooklyn Dodgers
1933,185.1,Philadelphia Athletics
1933,183.9,New York Yankees
1933,182.4,Chicago Cubs
1933,182.2,Philadelphia Phillies
1933,180.1,Cleveland Indians
1933,178.8,Boston Red Sox
1933,178.8,Boston Braves
1933,177.5,Chicago White Sox
1933,177.5,Detroit Tigers
1933,176.7,Cincinnati Reds
1933,176.3,New York Giants
1933,176.2,Pittsburgh Pirates
1933,175.3,St. Louis Cardinals
1933,174.4,Brooklyn Dodgers
1933,174.4,Washington Senators
1933,173.8,St. Louis Browns
1932,183.6,New York Yankees
1932,180.4,Chicago Cubs
1932,179.8,Philadelphia Athletics
1932,179.6,Chicago White Sox
1932,179.1,Philadelphia Phillies
1932,178.9,Cincinnati Reds
1932,178.0,Boston Red Sox
1932,177.8,Boston Braves
1932,177.4,New York Giants
1932,176.9,Brooklyn Dodgers
1932,176.9,Detroit Tigers
1932,175.9,Cleveland Indians
1932,175.2,St. Louis Cardinals
1932,174.9,Pittsburgh Pirates
1932,174.0,St. Louis Browns
1932,173.6,Washington Senators
1931,183.4,New York Yankees
1931,182.2,Philadelphia Athletics
1931,181.9,Chicago White Sox
1931,180.2,Philadelphia Phillies
1931,178.8,New York Giants
1931,178.4,Cleveland Indians
1931,178.2,Brooklyn Robins
1931,178.2,Chicago Cubs
1931,175.8,Detroit Tigers
1931,175.6,Cincinnati Reds
1931,175.5,Washington Senators
1931,173.6,St. Louis Cardinals
1931,173.3,Boston Braves
1931,172.8,St. Louis Browns
1931,172.4,Boston Red Sox
1931,171.7,Pittsburgh Pirates
1930,181.7,New York Yankees
1930,181.2,Brooklyn Robins
1930,179.8,Detroit Tigers
1930,179.6,Chicago Cubs
1930,179.3,Philadelphia Athletics
1930,178.7,Chicago White Sox
1930,177.2,New York Giants
1930,175.7,Cleveland Indians
1930,175.1,Cincinnati Reds
1930,175.1,Philadelphia Phillies
1930,174.7,Boston Red Sox
1930,173.6,St. Louis Cardinals
1930,173.3,St. Louis Browns
1930,171.6,Washington Senators
1930,171.3,Pittsburgh Pirates
1930,170.5,Boston Braves
1929,180.7,Brooklyn Robins
1929,178.7,Chicago Cubs
1929,178.7,Detroit Tigers
1929,177.5,New York Giants
1929,177.3,New York Yankees
1929,177.0,Philadelphia Athletics
1929,175.8,Chicago White Sox
1929,174.9,St. Louis Cardinals
1929,174.2,Cleveland Indians
1929,173.7,St. Louis Browns
1929,173.3,Boston Red Sox
1929,173.2,Philadelphia Phillies
1929,173.2,Pittsburgh Pirates
1929,172.0,Cincinnati Reds
1929,170.2,Washington Senators
1929,168.7,Boston Braves
1928,182.0,Cleveland Indians
1928,179.7,Philadelphia Athletics
1928,179.4,New York Giants
1928,178.7,Chicago Cubs
1928,178.3,Detroit Tigers
1928,177.6,Brooklyn Robins
1928,177.4,New York Yankees
1928,175.7,St. Louis Browns
1928,175.5,Philadelphia Phillies
1928,174.4,Chicago White Sox
1928,173.3,St. Louis Cardinals
1928,172.1,Cincinnati Reds
1928,171.6,Washington Senators
1928,170.9,Boston Red Sox
1928,170.1,Pittsburgh Pirates
1928,169.1,Boston Braves
1927,181.4,Cleveland Indians
1927,179.9,Philadelphia Athletics
1927,178.1,Brooklyn Robins
1927,176.7,New York Yankees
1927,176.3,Detroit Tigers
1927,175.6,New York Giants
1927,174.9,Chicago Cubs
1927,174.7,St. Louis Browns
1927,174.6,Philadelphia Phillies
1927,173.5,Chicago White Sox
1927,171.1,St. Louis Cardinals
1927,170.8,Cincinnati Reds
1927,170.7,Boston Braves
1927,170.1,Washington Senators
1927,169.8,Pittsburgh Pirates
1927,169.4,Boston Red Sox
1926,177.3,Detroit Tigers
1926,176.9,New York Yankees
1926,176.7,Philadelphia Athletics
1926,174.9,Cleveland Indians
1926,174.6,Brooklyn Robins
1926,174.5,Philadelphia Phillies
1926,173.5,Chicago Cubs
1926,173.3,St. Louis Cardinals
1926,172.8,Chicago White Sox
1926,172.6,St. Louis Browns
1926,172.4,New York Giants
1926,172.1,Boston Braves
1926,171.8,Washington Senators
1926,171.6,Boston Red Sox
1926,171.1,Pittsburgh Pirates
1926,170.5,Cincinnati Reds
1925,179.9,Brooklyn Robins
1925,177.3,Detroit Tigers
1925,177.1,Cincinnati Reds
1925,176.0,Philadelphia Phillies
1925,174.8,Cleveland Indians
1925,174.5,New York Giants
1925,174.1,St. Louis Cardinals
1925,174.0,Philadelphia Athletics
1925,173.7,Chicago Cubs
1925,173.1,New York Yankees
1925,172.7,Boston Red Sox
1925,172.3,Pittsburgh Pirates
1925,170.1,Chicago White Sox
1925,169.8,Washington Senators
1925,169.8,Boston Braves
1925,169.4,St. Louis Browns
1924,179.6,Detroit Tigers
1924,178.7,Philadelphia Athletics
1924,175.8,Cincinnati Reds
1924,175.8,Philadelphia Phillies
1924,175.5,Boston Red Sox
1924,175.1,Brooklyn Robins
1924,174.3,New York Giants
1924,174.1,New York Yankees
1924,173.3,St. Louis Cardinals
1924,172.4,Washington Senators
1924,172.3,Cleveland Indians
1924,172.2,Chicago Cubs
1924,171.5,St. Louis Browns
1924,171.4,Pittsburgh Pirates
1924,169.9,Chicago White Sox
1924,169.2,Boston Braves
1923,177.4,Philadelphia Athletics
1923,177.4,Detroit Tigers
1923,175.6,Philadelphia Phillies
1923,175.2,Brooklyn Robins
1923,174.9,Cincinnati Reds
1923,174.5,Cleveland Indians
1923,174.5,New York Giants
1923,172.8,Boston Red Sox
1923,172.7,New York Yankees
1923,171.7,Chicago Cubs
1923,171.6,Chicago White Sox
1923,171.4,St. Louis Browns
1923,171.0,Boston Braves
1923,170.9,St. Louis Cardinals
1923,170.8,Washington Senators
1923,170.5,Pittsburgh Pirates
1922,176.6,Brooklyn Robins
1922,174.5,Philadelphia Athletics
1922,174.4,Detroit Tigers
1922,174.0,Cleveland Indians
1922,173.7,Philadelphia Phillies
1922,173.5,Cincinnati Reds
1922,173.5,New York Yankees
1922,173.3,Washington Senators
1922,171.7,Boston Braves
1922,171.5,St. Louis Cardinals
1922,171.4,Pittsburgh Pirates
1922,171.2,New York Giants
1922,171.1,Chicago White Sox
1922,169.7,Chicago Cubs
1922,168.7,Boston Red Sox
1922,167.5,St. Louis Browns
1921,177.0,New York Yankees
1921,175.6,Cleveland Indians
1921,174.6,Brooklyn Robins
1921,173.6,Boston Braves
1921,172.6,Philadelphia Phillies
1921,172.3,Pittsburgh Pirates
1921,171.7,Chicago Cubs
1921,171.6,New York Giants
1921,170.5,Cincinnati Reds
1921,170.2,Chicago White Sox
1921,170.2,Detroit Tigers
1921,170.0,Philadelphia Athletics
1921,169.8,Washington Senators
1921,169.6,St. Louis Cardinals
1921,169.0,St. Louis Browns
1921,165.6,Boston Red Sox
1920,177.6,New York Yankees
1920,175.6,Cleveland Indians
1920,174.3,Brooklyn Robins
1920,174.3,Philadelphia Phillies
1920,174.3,Detroit Tigers
1920,173.9,Chicago Cubs
1920,173.9,New York Giants
1920,173.8,Philadelphia Athletics
1920,173.0,Chicago White Sox
1920,172.6,Boston Braves
1920,171.7,Pittsburgh Pirates
1920,170.2,Cincinnati Reds
1920,169.6,St. Louis Browns
1920,169.5,Washington Senators
1920,168.5,St. Louis Cardinals
1920,166.9,Boston Red Sox
1919,175.6,New York Yankees
1919,175.4,Detroit Tigers
1919,175.4,Brooklyn Robins
1919,174.9,Cleveland Indians
1919,174.5,Chicago White Sox
1919,174.1,Chicago Cubs
1919,173.9,New York Giants
1919,172.9,Philadelphia Athletics
1919,172.3,Boston Braves
1919,171.8,Pittsburgh Pirates
1919,171.7,Boston Red Sox
1919,171.6,Philadelphia Phillies
1919,170.6,St. Louis Browns
1919,169.4,St. Louis Cardinals
1919,169.3,Cincinnati Reds
1919,166.3,Washington Senators
1918,175.1,Detroit Tigers
1918,175.0,Chicago White Sox
1918,175.0,New York Giants
1918,174.3,Brooklyn Robins
1918,173.9,Cincinnati Reds
1918,173.7,Cleveland Indians
1918,173.4,Boston Red Sox
1918,173.1,New York Yankees
1918,173.1,Philadelphia Athletics
1918,171.8,Chicago Cubs
1918,171.7,Washington Senators
1918,171.0,Philadelphia Phillies
1918,170.8,Pittsburgh Pirates
1918,170.7,St. Louis Browns
1918,170.1,St. Louis Cardinals
1918,168.8,Boston Braves
1917,177.0,Cincinnati Reds
1917,176.7,Brooklyn Robins
1917,174.4,Chicago White Sox
1917,174.4,Detroit Tigers
1917,173.6,Boston Braves
1917,173.5,New York Giants
1917,173.0,Boston Red Sox
1917,172.5,St. Louis Cardinals
1917,171.3,Cleveland Indians
1917,171.3,Philadelphia Athletics
1917,171.2,St. Louis Browns
1917,170.9,Chicago Cubs
1917,170.5,New York Yankees
1917,169.8,Pittsburgh Pirates
1917,167.6,Philadelphia Phillies
1917,167.2,Washington Senators
1916,176.2,Brooklyn Robins
1916,175.2,Detroit Tigers
1916,174.8,St. Louis Cardinals
1916,174.8,Cincinnati Reds
1916,174.7,Boston Red Sox
1916,174.0,Cleveland Indians
1916,174.0,New York Giants
1916,173.9,Philadelphia Phillies
1916,173.3,Chicago White Sox
1916,171.7,Boston Braves
1916,171.5,Philadelphia Athletics
1916,171.1,Pittsburgh Pirates
1916,170.6,St. Louis Browns
1916,170.5,New York Yankees
1916,170.3,Chicago Cubs
1916,168.6,Washington Senators
1915,178.1,New York Giants
1915,178.1,Detroit Tigers
1915,177.3,Brooklyn Robins
1915,176.0,Chicago White Sox
1915,176.0,Kansas City Packers
1915,176.0,Chicago Cubs
1915,175.8,St. Louis Cardinals
1915,175.6,Boston Red Sox
1915,175.2,Brooklyn Tip-Tops
1915,174.3,Cleveland Indians
1915,174.0,Newark Pepper
1915,174.0,St. Louis Browns
1915,173.8,Cincinnati Reds
1915,173.5,Philadelphia Phillies
1915,173.5,Buffalo Blues
1915,173.0,Philadelphia Athletics
1915,172.3,New York Yankees
1915,172.2,Pittsburgh Pirates
1915,171.3,Baltimore Terrapins
1915,170.8,Boston Braves
1915,170.4,St. Louis Terriers
1915,170.0,Washington Senators
1915,168.8,Pittsburgh Rebels
1915,167.8,Chicago Whales
1914,180.2,New York Giants
1914,176.8,Brooklyn Robins
1914,176.5,Boston Red Sox
1914,175.9,Detroit Tigers
1914,175.8,Cincinnati Reds
1914,175.5,Cleveland Naps
1914,175.1,Chicago Cubs
1914,174.5,Chicago White Sox
1914,174.1,Washington Senators
1914,173.3,New York Yankees
1914,172.9,Baltimore Terrapins
1914,172.8,Philadelphia Phillies
1914,172.6,Brooklyn Tip-Tops
1914,172.6,Indianapolis Hoosiers
1914,172.5,Pittsburgh Pirates
1914,172.4,Buffalo Buffeds
1914,172.4,St. Louis Terriers
1914,172.0,Philadelphia Athletics
1914,171.7,Kansas City Packers
1914,171.6,St. Louis Browns
1914,170.8,Boston Braves
1914,169.5,St. Louis Cardinals
1914,169.3,Chicago Chi-Feds
1914,169.1,Pittsburgh Rebels
1913,178.3,Brooklyn Superbas
1913,176.6,Chicago White Sox
1913,176.4,Cleveland Naps
1913,176.4,Chicago Cubs
1913,176.3,Boston Braves
1913,176.2,New York Giants
1913,175.9,Washington Senators
1913,175.4,New York Yankees
1913,175.1,Boston Red Sox
1913,173.6,St. Louis Cardinals
1913,173.6,Philadelphia Phillies
1913,173.6,Detroit Tigers
1913,173.4,Cincinnati Reds
1913,172.1,Pittsburgh Pirates
1913,171.8,Philadelphia Athletics
1913,171.8,St. Louis Browns
1912,179.3,New York Giants
1912,175.5,Boston Red Sox
1912,175.1,St. Louis Cardinals
1912,174.9,Cleveland Naps
1912,174.8,Boston Braves
1912,174.8,Cincinnati Reds
1912,174.6,Chicago White Sox
1912,174.1,Washington Senators
1912,174.1,Philadelphia Phillies
1912,173.6,Detroit Tigers
1912,173.1,Brooklyn Dodgers
1912,173.0,St. Louis Browns
1912,172.9,New York Highlanders
1912,172.3,Chicago Cubs
1912,171.9,Philadelphia Athletics
1912,169.4,Pittsburgh Pirates
1911,178.2,Cleveland Naps
1911,177.6,Philadelphia Phillies
1911,177.3,Detroit Tigers
1911,175.5,New York Giants
1911,175.4,Boston Red Sox
1911,175.3,Chicago Cubs
1911,175.2,Pittsburgh Pirates
1911,175.1,Boston Rustlers
1911,175.0,St. Louis Browns
1911,174.2,Brooklyn Dodgers
1911,173.6,Chicago White Sox
1911,173.5,Cincinnati Reds
1911,173.1,Philadelphia Athletics
1911,172.9,Washington Senators
1911,172.3,New York Highlanders
1911,172.0,St. Louis Cardinals
1910,178.6,New York Giants
1910,177.9,St. Louis Cardinals
1910,177.6,Detroit Tigers
1910,176.5,St. Louis Browns
1910,176.3,Washington Senators
1910,176.2,Cleveland Naps
1910,175.1,Boston Red Sox
1910,174.7,Pittsburgh Pirates
1910,174.3,Philadelphia Athletics
1910,173.9,Chicago Cubs
1910,173.0,Cincinnati Reds
1910,172.4,New York Highlanders
1910,171.4,Philadelphia Phillies
1910,170.9,Brooklyn Superbas
1910,170.1,Boston Doves
1910,168.8,Chicago White Sox
1909,179.9,Cincinnati Reds
1909,179.2,Boston Red Sox
1909,178.1,Detroit Tigers
1909,176.5,New York Giants
1909,176.3,Washington Senators
1909,176.2,Philadelphia Athletics
1909,176.0,Cleveland Naps
1909,175.4,Chicago White Sox
1909,175.2,Chicago Cubs
1909,175.2,Boston Doves
1909,174.9,St. Louis Browns
1909,174.1,St. Louis Cardinals
1909,173.2,New York Highlanders
1909,173.0,Pittsburgh Pirates
1909,172.3,Philadelphia Phillies
1909,171.8,Brooklyn Superbas
1908,179.5,St. Louis Browns
1908,178.1,Cincinnati Reds
1908,177.1,New York Giants
1908,177.1,Philadelphia Athletics
1908,176.5,Boston Red Sox
1908,176.5,St. Louis Cardinals
1908,175.9,Washington Senators
1908,174.8,Chicago Cubs
1908,174.7,Cleveland Naps
1908,174.1,Boston Doves
1908,174.1,Detroit Tigers
1908,174.0,Pittsburgh Pirates
1908,173.3,Chicago White Sox
1908,172.2,New York Highlanders
1908,171.5,Brooklyn Superbas
1908,171.1,Philadelphia Phillies
1907,177.7,New York Giants
1907,176.9,Cincinnati Reds
1907,176.8,Cleveland Naps
1907,176.6,Philadelphia Athletics
1907,176.0,Boston Americans
1907,175.9,Detroit Tigers
1907,175.0,St. Louis Cardinals
1907,174.9,Chicago White Sox
1907,174.7,St. Louis Browns
1907,174.6,Boston Doves
1907,174.5,Chicago Cubs
1907,172.4,Pittsburgh Pirates
1907,170.9,New York Highlanders
1907,170.8,Brooklyn Superbas
1907,170.5,Philadelphia Phillies
1907,170.2,Washington Senators
1906,179.3,Detroit Tigers
1906,178.5,New York Giants
1906,178.4,Cincinnati Reds
1906,177.9,St. Louis Cardinals
1906,175.8,Philadelphia Athletics
1906,175.7,Cleveland Naps
1906,175.3,St. Louis Browns
1906,174.8,Chicago Cubs
1906,174.5,Pittsburgh Pirates
1906,174.0,Chicago White Sox
1906,173.9,Boston Americans
1906,171.9,Boston Beaneaters
1906,171.5,Washington Senators
1906,171.4,New York Highlanders
1906,171.3,Brooklyn Superbas
1906,169.8,Philadelphia Phillies
1905,177.2,New York Giants
1905,176.5,Cleveland Naps
1905,176.2,Cincinnati Reds
1905,175.7,Chicago White Sox
1905,175.5,St. Louis Cardinals
1905,174.8,St. Louis Browns
1905,174.5,Detroit Tigers
1905,173.3,Boston Americans
1905,173.1,Brooklyn Superbas
1905,173.0,Washington Senators
1905,172.6,Boston Beaneaters
1905,172.6,New York Highlanders
1905,172.4,Pittsburgh Pirates
1905,172.1,Philadelphia Athletics
1905,170.7,Philadelphia Phillies
1905,168.8,Chicago Cubs
1904,181.2,New York Giants
1904,179.5,St. Louis Cardinals
1904,177.8,Cleveland Naps
1904,176.3,Chicago White Sox
1904,175.7,St. Louis Browns
1904,175.1,Washington Senators
1904,174.3,Brooklyn Superbas
1904,174.2,Detroit Tigers
1904,174.1,Boston Americans
1904,172.7,Cincinnati Reds
1904,172.4,Pittsburgh Pirates
1904,172.0,Philadelphia Athletics
1904,171.2,New York Highlanders
1904,170.2,Boston Beaneaters
1904,168.0,Philadelphia Phillies
1904,166.3,Chicago Cubs
1903,178.9,New York Giants
1903,178.5,Cleveland Naps
1903,176.6,Boston Americans
1903,174.9,Chicago White Sox
1903,174.8,Pittsburgh Pirates
1903,174.0,Philadelphia Phillies
1903,173.8,Philadelphia Athletics
1903,173.6,St. Louis Browns
1903,173.1,Brooklyn Superbas
1903,172.9,Cincinnati Reds
1903,172.7,Detroit Tigers
1903,172.1,St. Louis Cardinals
1903,171.2,Washington Senators
1903,170.4,Chicago Cubs
1903,170.4,Boston Beaneaters
1903,168.3,New York Highlanders
1902,179.0,Baltimore Orioles
1902,176.4,Boston Americans
1902,175.7,Philadelphia Athletics
1902,174.7,Cleveland Bronchos
1902,174.5,Boston Beaneaters
1902,174.5,Cincinnati Reds
1902,173.6,St. Louis Browns
1902,173.6,Detroit Tigers
1902,173.0,St. Louis Cardinals
1902,172.7,Pittsburgh Pirates
1902,172.4,New York Giants
1902,172.4,Washington Senators
1902,170.9,Chicago White Sox
1902,170.7,Philadelphia Phillies
1902,170.4,Brooklyn Superbas
1902,169.5,Chicago Orphans
1901,176.0,Pittsburgh Pirates
1901,175.9,Baltimore Orioles
1901,175.8,Chicago White Sox
1901,174.3,Brooklyn Superbas
1901,174.0,Cincinnati Reds
1901,173.3,Detroit Tigers
1901,173.0,St. Louis Cardinals
1901,172.6,Boston Americans
1901,171.9,Boston Beaneaters
1901,171.7,Philadelphia Phillies
1901,170.9,Chicago Orphans
1901,170.7,Cleveland Blues
1901,169.4,Philadelphia Athletics
1901,167.3,Milwaukee Brewers
1901,165.5,New York Giants
1901,164.9,Washington Senators
1900,177.2,Philadelphia Phillies
1900,174.1,Chicago Orphans
1900,173.7,Pittsburgh Pirates
1900,173.2,St. Louis Cardinals
1900,171.8,Brooklyn Superbas
1900,171.6,New York Giants
1900,169.8,Boston Beaneaters
1900,169.6,Cincinnati Reds
1899,175.1,Baltimore Orioles
1899,174.3,Brooklyn Superbas
1899,173.9,Philadelphia Phillies
1899,173.8,Chicago Orphans
1899,172.5,Cincinnati Reds
1899,171.8,Cleveland Spiders
1899,171.4,Boston Beaneaters
1899,171.3,Pittsburgh Pirates
1899,169.9,St. Louis Perfectos
1899,169.5,Louisville Colonels
1899,168.1,New York Giants
1899,167.6,Washington Senators
1898,179.1,Chicago Orphans
1898,176.7,Philadelphia Phillies
1898,173.2,Washington Senators
1898,173.1,Pittsburgh Pirates
1898,173.1,Cleveland Spiders
1898,172.1,New York Giants
1898,170.9,St. Louis Browns
1898,170.9,Boston Beaneaters
1898,170.5,Baltimore Orioles
1898,168.9,Louisville Colonels
1898,168.9,Brooklyn Bridegrooms
